,Hybrid_N-Gram,Frequency
57091,VBTS CCP JJD CCT NNC,0.0
42903,NNP NNP CCP VBTF CCT NNP_PMP,0.0
58719,VBTS RBW CCB NNP DTC NNC,0.0
57085,VBTS CCP DTPP NNP NNP,0.0
43403,NNP NNP NNP DTC PRI_CCP NNC,0.0
43405,NNP NNP NNP DTC VBTS CCB,0.0
42896,NNP NNP CCP VBOF DTC DTCP,0.0
43416,NNP NNP NNP LM VBTF CCT,0.0
57106,VBTS CCP NNC CCB JJD_CCP NNC,0.0
43434,NNP NNP NNP LM VBTS RBW,0.0
43432,NNP NNP NNP LM VBTS PMS NNC,0.0
43433,NNP NNP NNP LM VBTS RBI,0.0
57060,VBTS CCP DTC NNP LM VBAF,0.0
57056,VBTS CCP DTC NNC_CCP NNC,0.0
57053,VBTS CCP DTC NNC LM VBTS,0.0
57052,VBTS CCP DTC NNC LM VBTR,0.0
57051,VBTS CCP DTC NNC LM VBAF,0.0
57050,VBTS CCP DTC NNC LM RBM,0.0
57049,VBTS CCP DTC NNC LM RBL,0.0
43431,NNP NNP NNP LM VBTS PMS,0.0
57048,VBTS CCP DTC NNC LM RBF,0.0
43435,NNP NNP NNP LM VBTS RBW_CCP,0.0
57047,VBTS CCP DTC NNC LM RBD,0.0
57046,VBTS CCP DTC NNC LM JJCS_CCP,0.0
43437,NNP NNP NNP LM VBTS_PMS,0.0
43438,NNP NNP NNP NNP LM VBAF CCB,0.0
57044,VBTS CCP DTC NNC CCT NNC,0.0
57042,VBTS CCP DTC NNC CCP NNC,0.0
57061,VBTS CCP DTC NNP NNP,0.0
57062,VBTS CCP DTC NNP NNP LM,0.0
57071,VBTS CCP DTCP NNC LM VBTS,0.0
43421,NNP NNP NNP LM VBTR_VBAF,0.0
58746,VBTS RBW DTP NNP NNP,0.0
58747,VBTS RBW DTP NNP NNP NNP,0.0
57067,VBTS CCP DTC PRSP_CCP NNC LM,0.0
43417,NNP NNP NNP LM VBTF RBI,0.0
57065,VBTS CCP DTC PRSP_CCP JJD_CCP NNC,0.0
43418,NNP NNP NNP LM VBTR CCB,0.0
43419,NNP NNP NNP LM VBTR CCP,0.0
43420,NNP NNP NNP LM VBTR CCT,0.0
58749,VBTS RBW JJD CCP NNC,0.0
43430,NNP NNP NNP LM VBTS DTC,0.0
43422,NNP NNP NNP LM VBTS CCB,0.0
43423,NNP NNP NNP LM VBTS CCB JJD_CCP,0.0
43424,NNP NNP NNP LM VBTS CCB NNC,0.0
43425,NNP NNP NNP LM VBTS CCB PRI_CCP,0.0
43426,NNP NNP NNP LM VBTS CCP,0.0
43427,NNP NNP NNP LM VBTS CCP DTC,0.0
43428,NNP NNP NNP LM VBTS CCT,0.0
43429,NNP NNP NNP LM VBTS CCT NNP,0.0
57104,VBTS CCP NNC CCB DTCP,0.0
58705,VBTS RBL CCT NNC CCB NNP,0.0
57192,VBTS CCP VBOF CCP PRS,0.0
43375,NNP NNP NNP CCP VBAF CCB,0.0
43367,NNP NNP NNP CCB VBOF DTC,0.0
43368,NNP NNP NNP CCB VBW DTC,0.0
43369,NNP NNP NNP CCP DTC DTCP,0.0
43370,NNP NNP NNP CCP DTC NNC,0.0
43371,NNP NNP NNP CCP NNC CCB,0.0
43372,NNP NNP NNP CCP NNC CCT,0.0
57176,VBTS CCP VBH DTCP JJD_CCP NNC,0.0
43374,NNP NNP NNP CCP PRS LM,0.0
43376,NNP NNP NNP CCP VBAF CCT,0.0
58664,VBTS RBI PRS CCP DTC NNP,0.0
43377,NNP NNP NNP CCP VBAF CCT NNP,0.0
43378,NNP NNP NNP CCP VBH NNC,0.0
58666,VBTS RBI PRS CCP RBF PRS,0.0
43379,NNP NNP NNP CCP VBOF DTC,0.0
43380,NNP NNP NNP CCP VBTF CCT,0.0
43381,NNP NNP NNP CCP VBTF DTC,0.0
43382,NNP NNP NNP CCP VBTR CCB,0.0
43383,NNP NNP NNP CCP VBTR CCT,0.0
58665,VBTS RBI PRS CCP RBF,0.0
42925,NNP NNP CCP VBTS CCT CCT,0.0
43385,NNP NNP NNP CCP VBTS DTP,0.0
57180,VBTS CCP VBH NNC CCT,0.0
57191,VBTS CCP VBOF CCP DTC,0.0
43356,NNP NNP NNC CCT NNP CCB,0.0
57188,VBTS CCP VBN_CCP NNC CCT NNC,0.0
57181,VBTS CCP VBH NNC CCT PRSP_CCP,0.0
58662,VBTS RBI PRS CCP DTC DTCP,0.0
43358,NNP NNP NNP CCA DTC NNC,0.0
43359,NNP NNP NNP CCA DTC NNC CCB,0.0
43360,NNP NNP NNP CCA DTC NNP_CCP,0.0
42928,NNP NNP CCP VBTS CCT NNP,0.0
43366,NNP NNP NNP CCB NNP_CCP NNP_PMC,0.0
43361,NNP NNP NNP CCB DTC NNC,0.0
42927,NNP NNP CCP VBTS CCT NNC,0.0
43362,NNP NNP NNP CCB DTCP NNP LM,0.0
42926,NNP NNP CCP VBTS CCT DTCP,0.0
43363,NNP NNP NNP CCB NNP LM VBTS,0.0
43364,NNP NNP NNP CCB NNPA CCT,0.0
43365,NNP NNP NNP CCB NNPA LM,0.0
58663,VBTS RBI PRS CCP DTC NNC,0.0
58667,VBTS RBI PRS CCP VBTR,0.0
43386,NNP NNP NNP CCP VBTS DTP NNP,0.0
42911,NNP NNP CCP VBTR CCT NNC,0.0
43398,NNP NNP NNP CDB NNPA CCA,0.0
58689,VBTS RBK RBQ DTC JJD,0.0
57127,VBTS CCP NNC RBL CCT NNC,0.0
58690,VBTS RBK RBQ DTC JJD CCP,0.0
57119,VBTS CCP NNC LM VBTS CCT,0.0
42918,NNP NNP CCP VBTR_VBAF CCB DTCP,0.0
57113,VBTS CCP NNC CCP RBF,0.0
58694,VBTS RBL CCT FW CCB,0.0
43397,NNP NNP NNP CCT PRSP_CCP NNC,0.0
57109,VBTS CCP NNC CCB NNC CCT,0.0
42921,NNP NNP CCP VBTS CCB JJD,0.0
43399,NNP NNP NNP CDB PMS CDB CCT,0.0
57108,VBTS CCP NNC CCB NNC CCB,0.0
42915,NNP NNP CCP VBTR DTC NNC,0.0
58695,VBTS RBL CCT FW CCB NNP,0.0
58699,VBTS RBL CCT JJD CCP NNC,0.0
42913,NNP NNP CCP VBTR CCT NNP,0.0
42912,NNP NNP CCP VBTR CCT NNC CCB,0.0
58701,VBTS RBL CCT JJD_CCP NNC,0.0
57134,VBTS CCP PRI_CCP JJD CCP,0.0
58680,VBTS RBI RBI DTC DTCP NNC,0.0
43387,NNP NNP NNP CCP VBTS RBW_CCP,0.0
57155,VBTS CCP RBF PRP VBTF DTC,0.0
43388,NNP NNP NNP CCT DTCP NNC,0.0
58671,VBTS RBI PRS CCT DTCP,0.0
43390,NNP NNP NNP CCT NNC CCB,0.0
43391,NNP NNP NNP CCT NNC CCP,0.0
58672,VBTS RBI PRS CCT DTCP NNC,0.0
43393,NNP NNP NNP CCT NNP RBW_CCP,0.0
43394,NNP NNP NNP CCT PRI_CCP,0.0
43395,NNP NNP NNP CCT PRI_CCP NNC,0.0
58674,VBTS RBI PRS DTC NNC,0.0
57136,VBTS CCP PRI_CCP NNC DTC,0.0
43396,NNP NNP NNP CCT PRSP_CCP,0.0
42923,NNP NNP CCP VBTS CCP DTC,0.0
42922,NNP NNP CCP VBTS CCB NNC,0.0
58677,VBTS RBI RBI CCT NNC,0.0
58678,VBTS RBI RBI CCT NNC CCB,0.0
57149,VBTS CCP PRQ_CCP NNC CCT,0.0
57147,VBTS CCP PRP LM VBTS CCT,0.0
57141,VBTS CCP PRO LM VBTS,0.0
46200,PRI_CCP JJD CCP NNC CCT NNP,0.0
53640,VBOF CCB NNC DTC NNC CCB NNC,0.0
55114,VBTR CCB NNC CCB JJD,0.0
48733,PRSP_CCP NNC LM VBTS_CCP VBAF,0.0
45340,PMS NNP CCP PRS LM,0.0
49041,RBD CCP VBTR DTC NNC,0.0
49039,RBD CCP VBTR CCT DTCP,0.0
49034,RBD CCP VBTF CCB NNP DTC,0.0
49033,RBD CCP VBTF CCB NNP,0.0
49032,RBD CCP VBTF CCB NNC CCB,0.0
49029,RBD CCP VBOF DTC NNC CCT,0.0
49017,RBD CCP CCT DTCP NNC CCP,0.0
49014,RBD CCP CCR PMS NNC CCB,0.0
49013,RBD CCP CCR PMS NNC,0.0
49012,RBD CCP CCR PMS JJD,0.0
48995,PRS_CCP VBW PMS NNC CCB,0.0
48989,PRS_CCP VBW DTC NNC CCT,0.0
48985,PRS_CCP VBW CCT NNC CCB,0.0
48983,PRS_CCP VBW CCT DTCP NNC,0.0
45350,PMS NNP FW NNP NNP NNPA,0.0
48982,PRS_CCP VBW CCT DTCP,0.0
48980,PRS_CCP VBW CCB NNC RBL CCT NNC,0.0
48979,PRS_CCP VBW CCB NNC RBL CCT,0.0
45353,PMS NNP LM RBF RBM VBOF,0.0
48965,PRS_CCP VBTS CCT NNPA,0.0
48963,PRS_CCP VBTS CCT NNC CCB,0.0
48960,PRS_CCP VBTS CCP DTC,0.0
49049,RBD CCP VBTS CCB JJD_CCP,0.0
49051,RBD CCP VBTS CCB NNC CCB,0.0
49052,RBD CCP VBTS CCB NNC CCT,0.0
45326,PMS NNP CCA DTC NNC,0.0
49143,RBD_CCP VBAF CCB NNC CCT CCT,0.0
45311,PMS NNC_CCP PMS NNC CCP JJD,0.0
45312,PMS NNC_CCP PMS NNC CCP JJD CCP,0.0
45313,PMS NNC_CCP PMS NNC CCP NNC CCA,0.0
45314,PMS NNC_CCP PMS NNC LM,0.0
49127,RBD_CCP JJD_PMP_PMS,0.0
45316,PMS NNC_CCP RBF,0.0
49104,RBD RBI_CCP VBTR_VBAF,0.0
49098,RBD RBD VBTR CCT NNC,0.0
49097,RBD RBD VBTR CCB NNC,0.0
45327,PMS NNP CCA DTC NNC CCT,0.0
49054,RBD CCP VBTS CCT DTCP,0.0
49094,RBD RBD CCT NNC CCB,0.0
45330,PMS NNP CCB NNP_CCP NNP,0.0
45331,PMS NNP CCB NNP_CCP NNP CCP,0.0
49086,RBD PMS NNC CCT NNC,0.0
49078,RBD JJD CCA JJD CCP,0.0
49068,RBD CCT NNC CCB PRI_CCP,0.0
49067,RBD CCT NNC CCB DTCP NNC,0.0
49059,RBD CCP VBW CCT NNC,0.0
45336,PMS NNP CCP DTP NNP NNP,0.0
49055,RBD CCP VBTS CCT DTCP NNC,0.0
48954,PRS_CCP VBTR CCT NNC CCP,0.0
48953,PRS_CCP VBTR CCT NNC CCB,0.0
45357,PMS NNP LM VBTF CCT NNC,0.0
45401,PMS PRI_CCP NNC CCT NNC,0.0
45394,PMS PRI_CCP NNC CCB NNC CCT,0.0
45395,PMS PRI_CCP NNC CCB NNC LM,0.0
48805,PRSP_CCP NNP NNC,0.0
45396,PMS PRI_CCP NNC CCB NNP,0.0
381,CCA DTCP NNC CCP VBOF CCT,0.0
382,CCA DTCP NNC CCP VBS,0.0
45398,PMS PRI_CCP NNC CCP DTC,0.0
48792,PRSP_CCP NNC_CCP NNP CCP,0.0
48787,PRSP_CCP NNC_CCP NNC CCT NNP,0.0
383,CCA DTCP NNC CCP VBTR,0.0
45402,PMS PRI_CCP NNC CCT NNC CCB,0.0
48811,PRSP_CCP PMS NNC CCB PRI_CCP NNC,0.0
655,CCA NNC CCT PRSP_CCP NNC,0.0
48774,PRSP_CCP NNC VBW VBAF CCT,0.0
48773,PRSP_CCP NNC VBW VBAF,0.0
48761,PRSP_CCP NNC RBW RBW_CCP NNP CDB,0.0
48760,PRSP_CCP NNC RBW RBW_CCP NNP,0.0
48758,PRSP_CCP NNC RBW PRP LM,0.0
45413,PMS RBR CCP VBOF DTC,0.0
48755,PRSP_CCP NNC RBW DTC NNC LM,0.0
48754,PRSP_CCP NNC RBW DTC NNC,0.0
48751,PRSP_CCP NNC RBR CCT NNC CCB,0.0
48810,PRSP_CCP PMS NNC CCB PRI_CCP,0.0
656,CCA NNC CCT PRSP_CCP NNC CCA,0.0
45358,PMS NNP LM VBTF CCT NNC CCB,0.0
45371,PMS NNP NNP LM VBTS,0.0
48951,PRS_CCP VBTR CCT DTCP NNC,0.0
48938,PRS_CCP VBOF DTC NNC CCT,0.0
48937,PRS_CCP VBOF DTC NNC CCB VBW,0.0
48934,PRS_CCP VBOF DTC DTCP NNC CCB,0.0
45363,PMS NNP LM VBTS DTC,0.0
45364,PMS NNP LM VBTS DTC NNC,0.0
48902,PRS_CCP NNC CCB VBW DTC,0.0
45367,PMS NNP NNC CCT NNP,0.0
45368,PMS NNP NNP CCB NNC,0.0
45369,PMS NNP NNP CCT DTCP,0.0
48870,PRSP_CCP VBTS DTC RBR CCT PRSP_CCP NNC,0.0
48816,PRSP_CCP PMS PRI_CCP NNC CCB,0.0
48869,PRSP_CCP VBTS DTC RBR CCT PRSP_CCP,0.0
48866,PRSP_CCP VBTS DTC NNC CCB NNC,0.0
45379,PMS PRI CCT PRI_CCP NNC,0.0
48840,PRSP_CCP VBOF CCT NNC CCB,0.0
48839,PRSP_CCP VBOF CCT NNC,0.0
45387,PMS PRI_CCP JJD CCP DTCP NNC,0.0
48828,PRSP_CCP PRI_CCP NNC CCT DTCP NNC_PMC,0.0
48827,PRSP_CCP PRI_CCP NNC CCT DTCP,0.0
48821,PRSP_CCP PMS RBW CCB NNC,0.0
48817,PRSP_CCP PMS PRI_CCP NNC CCB NNC,0.0
49144,RBD_CCP VBAF CCB NNC CCT DTCP,0.0
45308,PMS NNC_CCP NNP CCB NNP NNP,0.0
45307,PMS NNC_CCP NNP CCB NNP LM,0.0
49340,RBF JJD CCP NNC CCB DTCP,0.0
49363,RBF JJD CCT NNC CCT,0.0
49359,RBF JJD CCT DTCP NNC_CCP,0.0
49358,RBF JJD CCT DTCP NNC,0.0
49356,RBF JJD CCT CCT NNP,0.0
49355,RBF JJD CCT CCT NNC CCB,0.0
49354,RBF JJD CCT CCT NNC,0.0
49352,RBF JJD CCR DTC NNC LM,0.0
49349,RBF JJD CCP VBTS CCB,0.0
49344,RBF JJD CCP NNC LM,0.0
49341,RBF JJD CCP NNC CCB NNC,0.0
49336,RBF JJD CCB DTCP NNC,0.0
49368,RBF JJD RBK RBQ DTC,0.0
49335,RBF JJD CCB DTCP,0.0
45235,PMS NNC RBK RBQ DTC,0.0
45237,PMS NNC RBL CCT NNC,0.0
45238,PMS NNC RBL CCT NNC CCB,0.0
49328,RBF DTC PMS RBR CCT NNC,0.0
45240,PMS NNC RBL CCT NNP NNP,0.0
45242,PMS NNC RBR CCT DTCP,0.0
45243,PMS NNC RBR CCT DTCP NNC,0.0
49322,RBF DTC DTCP JJD CCP,0.0
45245,PMS NNC RBR CCT NNC CCB,0.0
49366,RBF JJD DTC DTCP NNC,0.0
49376,RBF JJD_CCP NNC CCB NNC,0.0
45252,PMS NNC RBW_CCP NNP CCB,0.0
49431,RBF PRO VBTS CCB PRI_CCP,0.0
45213,PMS NNC LM VBTS CCT NNC,0.0
49466,RBF PRS RBT CCR VBTF,0.0
49459,RBF PRP_CCP VBW,0.0
49448,RBF PRP VBTF DTC NNC CCB,0.0
45214,PMS NNC LM VBTS RBL,0.0
49442,RBF PRP VBOF DTC NNC CCT,0.0
49441,RBF PRP VBOF DTC NNC,0.0
45215,PMS NNC LM VBTS RBL CCT,0.0
49438,RBF PRP RBD_CCP VBOF DTC,0.0
45216,PMS NNC LM VBTS RBW_CCP,0.0
45218,PMS NNC NNC CCT NNC CCB,0.0
45227,PMS NNC PRS CCT NNC,0.0
49416,RBF PRO DTC JJN_CCP NNC CCP DTC,0.0
49415,RBF PRO DTC JJN_CCP NNC CCP,0.0
49404,RBF PMS CCT_PMS FW VBW,0.0
45223,PMS NNC PRP DTC DTCP,0.0
49397,RBF NNC CCT NNC CCB,0.0
45224,PMS NNC PRP DTC DTCP NNC,0.0
49392,RBF NNC CCB NNC CCT,0.0
49382,RBF JJD_CCP NNC CCT NNP,0.0
45225,PMS NNC PRP DTC NNC,0.0
49381,RBF JJD_CCP NNC CCT NNC,0.0
49312,RBF CCB DTCP NNC CCP,0.0
45253,PMS NNC RBW_CCP NNP CCB RBW,0.0
45306,PMS NNC_CCP NNP CCB NNP,0.0
49187,RBD_CCP VBOF DTC NNC CCB NNC,0.0
49199,RBD_CCP VBOF DTC PRSP_CCP NNC CCP,0.0
45286,PMS NNC_CCP NNC CCP DTC PRI_CCP,0.0
45287,PMS NNC_CCP NNC CCP NNC CCB,0.0
45288,PMS NNC_CCP NNC CCP VBTS,0.0
49197,RBD_CCP VBOF DTC PRSP_CCP DTCP NNC,0.0
49194,RBD_CCP VBOF DTC PRI_CCP NNC CCB,0.0
45292,PMS NNC_CCP NNC CCT NNC CCB,0.0
45293,PMS NNC_CCP NNC CCT NNP,0.0
49193,RBD_CCP VBOF DTC PRI_CCP NNC,0.0
49191,RBD_CCP VBOF DTC NNP CCT,0.0
49186,RBD_CCP VBOF DTC NNC CCB JJD_CCP NNC_PMP,0.0
49203,RBD_CCP VBOF DTP NNP NNP CCB,0.0
49185,RBD_CCP VBOF DTC NNC CCB JJD_CCP,0.0
49180,RBD_CCP VBOF DTC DTCP NNC_CCP,0.0
49179,RBD_CCP VBOF DTC DTCP NNC,0.0
49178,RBD_CCP VBOF DTC DTCP JJD_CCP NNC,0.0
45299,PMS NNC_CCP NNC RBL CCT,0.0
49171,RBD_CCP VBOF CCT NNC CCB NNC,0.0
45300,PMS NNC_CCP NNC RBL CCT PRSP_CCP,0.0
45303,PMS NNC_CCP NNC RBR CCT NNC,0.0
49152,RBD_CCP VBAF CCT PRI_CCP NNC,0.0
49149,RBD_CCP VBAF CCT NNC CCB,0.0
45285,PMS NNC_CCP NNC CCP DTC,0.0
49226,RBD_CCP VBTR CCB NNC_PMC,0.0
49304,RBD_CCP VBW DTC DTCP NNC CCB,0.0
49261,RBD_CCP VBTS DTC NNC CCT,0.0
49303,RBD_CCP VBW DTC DTCP NNC,0.0
45256,PMS NNCA NNPA CCA,0.0
45263,PMS NNC_CCP DTCP NNC CCP,0.0
49296,RBD_CCP VBW CCT NNP CCB,0.0
45266,PMS NNC_CCP DTCP NNC DTC VBAF,0.0
49293,RBD_CCP VBW CCT NNC CCB NNC,0.0
49289,RBD_CCP VBW CCT DTCP JJD CCP,0.0
49288,RBD_CCP VBW CCT DTCP JJD,0.0
45273,PMS NNC_CCP JJD CCP NNC,0.0
49272,RBD_CCP VBW CCB JJD CCP NNC,0.0
49257,RBD_CCP VBTS CCT NNC CCP NNC,0.0
45284,PMS NNC_CCP NNC CCB NNP NNP,0.0
49255,RBD_CCP VBTS CCT NNC CCB NNC,0.0
49254,RBD_CCP VBTS CCT NNC CCB,0.0
45278,PMS NNC_CCP NNC CCB DTCP,0.0
49244,RBD_CCP VBTS CCB DTCP NNC,0.0
45279,PMS NNC_CCP NNC CCB NNC,0.0
49228,RBD_CCP VBTR CCP VBTR CCT NNC,0.0
45280,PMS NNC_CCP NNC CCB NNC CCA,0.0
45281,PMS NNC_CCP NNC CCB NNC CCT,0.0
49227,RBD_CCP VBTR CCP VBTR CCT,0.0
45283,PMS NNC_CCP NNC CCB NNP CCT,0.0
45416,PMS RBR CCT DTCP NNC CCB,0.0
48731,PRSP_CCP NNC LM VBTS RBW_CCP,0.0
48297,PRSP CCB JJD CCP NNC,0.0
45418,PMS RBR CCT JJD CCP,0.0
45533,PMS_ DTC NNC CCB NNP LM,0.0
45535,PMS_ DTC NNC CCP PRO,0.0
45536,PMS_ DTC NNC CCP PRO LM,0.0
48446,PRSP_CCP JJD CCP NNC LM,0.0
45539,PMS_ DTC NNC CCT NNC LM,0.0
48445,PRSP_CCP JJD CCP NNC CCT CCT,0.0
45541,PMS_ DTC NNC LM VBAF,0.0
624,CCA NNC CCT DTCP NNC CCT,0.0
45543,PMS_ DTC NNC LM VBTR CCP,0.0
45544,PMS_ DTC NNC LM VBTR CCP DTC,0.0
45545,PMS_ DTC NNC LM VBTS,0.0
45546,PMS_ DTC NNC LM VBTS CCA,0.0
45547,PMS_ DTC NNC LM VBTS CCB,0.0
45548,PMS_ DTC NNC LM VBTS CCT,0.0
623,CCA NNC CCT DTCP NNC CCP,0.0
48444,PRSP_CCP JJD CCP NNC CCT CCR,0.0
48442,PRSP_CCP JJD CCP NNC CCP,0.0
45555,PMS_ DTC NNC_CCP PRO LM,0.0
617,CCA NNC CCP VBTR CCB,0.0
615,CCA NNC CCP VBTF,0.0
48427,PRSP_CCP FW FW CCT NNP,0.0
45561,PMS_ DTC NNP NNP LM VBTR,0.0
48419,PRSP_CCP DTCP VBTS_CCP NNC LM RBF,0.0
48449,PRSP_CCP JJD CCP NNC_CCP NNC CCB,0.0
45531,PMS_ DTC NNC CCB NNC,0.0
632,CCA NNC CCT NNC CCB NNC,0.0
45516,PMS_ DTC DTCP NNC CCT,0.0
48493,PRSP_CCP JJN_CCP NNC CCT NNC,0.0
45509,PMS_ CCT NNC PRS DTC,0.0
48489,PRSP_CCP JJN_CCP NNC CCA VBTS,0.0
401,CCA DTCP NNC LM VBTR,0.0
402,CCA DTCP NNC LM VBTS,0.0
643,CCA NNC CCT NNC_CCP JJD CCT,0.0
48469,PRSP_CCP JJD_CCP NNC LM RBW_CCP CDB,0.0
45515,PMS_ DTC DTCP NNC CCP,0.0
48468,PRSP_CCP JJD_CCP NNC LM RBW_CCP,0.0
403,CCA DTCP NNC NNC CCT,0.0
642,CCA NNC CCT NNC_CCP JJD,0.0
633,CCA NNC CCT NNC CCB NNC CCT,0.0
45518,PMS_ DTC DTCP NNC LM VBTS,0.0
48464,PRSP_CCP JJD_CCP NNC CCT NNC,0.0
48462,PRSP_CCP JJD_CCP NNC CCP NNC CCA,0.0
48458,PRSP_CCP JJD_CCP NNC CCB NNC_PMC,0.0
48456,PRSP_CCP JJD_CCP NNC CCA DTC,0.0
638,CCA NNC CCT NNC CCP VBH,0.0
45523,PMS_ DTC JJD CCP NNC,0.0
636,CCA NNC CCT NNC CCB NNP_PMC,0.0
635,CCA NNC CCT NNC CCB NNC_PMP,0.0
634,CCA NNC CCT NNC CCB NNC_CCP,0.0
48418,PRSP_CCP DTCP VBTS_CCP NNC LM,0.0
48415,PRSP_CCP DTCP VBTS CCP NNC,0.0
48410,PRSP_CCP DTCP VBTR LM VBTS,0.0
48332,PRSP_CCP CCR PMS NNC CCT,0.0
48360,PRSP_CCP DTCP NNC CCP NNP,0.0
48359,PRSP_CCP DTCP NNC CCP NNC_PMC,0.0
48358,PRSP_CCP DTCP NNC CCP NNC,0.0
594,CCA NNC CCB NNP NNP NNP,0.0
48352,PRSP_CCP DTCP NNC CCA JJD_CCP NNC,0.0
48349,PRSP_CCP DTCP NNC CCA CCT PRSP_CCP,0.0
591,CCA NNC CCB NNP CCB NNP,0.0
590,CCA NNC CCB NNP CCB,0.0
48334,PRSP_CCP CCR PMS NNC RBL CCT,0.0
48333,PRSP_CCP CCR PMS NNC RBL,0.0
48326,PRSP_CCP CCB CCT NNC CCP DTP,0.0
48362,PRSP_CCP DTCP NNC CCP VBAF CCB,0.0
48320,PRSP LM VBTS CCT NNC,0.0
585,CCA NNC CCB NNC_CCP NNP,0.0
48315,PRSP LM DTP NNP NNP_PMC,0.0
48313,PRSP LM DTCP NNC CCB NNP,0.0
48307,PRSP CCT PRI_CCP NNC CCP,0.0
582,CCA NNC CCB NNC CCT PRI_CCP,0.0
581,CCA NNC CCB NNC CCT NNP,0.0
580,CCA NNC CCB NNC CCT NNC CCB,0.0
579,CCA NNC CCB NNC CCT NNC,0.0
48300,PRSP CCP DTC DTCP NNC,0.0
48361,PRSP_CCP DTCP NNC CCP VBAF,0.0
48363,PRSP_CCP DTCP NNC CCP VBOF,0.0
48402,PRSP_CCP DTCP NNC RBW_CCP NNP VBW,0.0
48382,PRSP_CCP DTCP NNC CCT VBTF CCP,0.0
45567,PMS_ DTC PRI_CCP NNC LM,0.0
48398,PRSP_CCP DTCP NNC RBR CCT,0.0
48397,PRSP_CCP DTCP NNC RBR,0.0
45570,PMS_ DTC PRSP_CCP CCR PMS,0.0
607,CCA NNC CCP DTP NNP NNP,0.0
48395,PRSP_CCP DTCP NNC NNC CCT DTCP,0.0
48392,PRSP_CCP DTCP NNC LM VBTS CCT,0.0
48391,PRSP_CCP DTCP NNC LM VBTS CCB,0.0
48387,PRSP_CCP DTCP NNC LM RBM,0.0
413,CCA DTCP NNC_CCP RBI_CCP,0.0
48380,PRSP_CCP DTCP NNC CCT PRSP_CCP,0.0
48366,PRSP_CCP DTCP NNC CCT CCT,0.0
48379,PRSP_CCP DTCP NNC CCT PRI_CCP,0.0
48378,PRSP_CCP DTCP NNC CCT NNP NNP_PMC,0.0
48374,PRSP_CCP DTCP NNC CCT NNC CCT,0.0
48373,PRSP_CCP DTCP NNC CCT NNC CCB,0.0
48372,PRSP_CCP DTCP NNC CCT NNC CCA,0.0
45583,PMS_ JJD_CCP VBW CCP DTC,0.0
599,CCA NNC CCB PRI_CCP NNC,0.0
48370,PRSP_CCP DTCP NNC CCT JJD,0.0
48369,PRSP_CCP DTCP NNC CCT DTCP NNC CCT,0.0
48368,PRSP_CCP DTCP NNC CCT DTCP NNC,0.0
649,CCA NNC CCT NNP NNP NNP,0.0
48494,PRSP_CCP JJN_CCP NNC CCT NNP,0.0
48503,PRSP_CCP JJN_CCP VBTS_CCP,0.0
48636,PRSP_CCP NNC CCT NNC CCT NNP_PMP,0.0
48654,PRSP_CCP NNC CCT NNP RBK RBQ,0.0
48652,PRSP_CCP NNC CCT NNP NNP_PMC,0.0
48651,PRSP_CCP NNC CCT NNP NNP NNP,0.0
48650,PRSP_CCP NNC CCT NNP NNP CCT,0.0
48648,PRSP_CCP NNC CCT NNP CCT,0.0
48646,PRSP_CCP NNC CCT NNP CCB,0.0
45449,PMS VBOF CCB RBF VBTF CCT,0.0
391,CCA DTCP NNC CCT NNC CCP,0.0
48641,PRSP_CCP NNC CCT NNC_CCP NNP,0.0
392,CCA DTCP NNC CCT NNC CCT,0.0
48635,PRSP_CCP NNC CCT NNC CCT NNP,0.0
48664,PRSP_CCP NNC CCT PRSP_CCP NNC,0.0
48634,PRSP_CCP NNC CCT NNC CCT NNC_PMP,0.0
48633,PRSP_CCP NNC CCT NNC CCT NNC CCB,0.0
48632,PRSP_CCP NNC CCT NNC CCT NNC,0.0
45457,PMS VBOF DTC NNC CCB DTCP,0.0
48629,PRSP_CCP NNC CCT NNC CCB NNP_PMP,0.0
48628,PRSP_CCP NNC CCT NNC CCB NNP,0.0
48627,PRSP_CCP NNC CCT NNC CCB NNC_PMP,0.0
48626,PRSP_CCP NNC CCT NNC CCB NNC,0.0
48622,PRSP_CCP NNC CCT JJD_CCP NNC CCB,0.0
45462,PMS VBS CCP NNC CCB,0.0
48662,PRSP_CCP NNC CCT PRI_CCP NNC CCT,0.0
48669,PRSP_CCP NNC CCT VBTR_CCP NNC CCB,0.0
48618,PRSP_CCP NNC CCT JJD CCP,0.0
48717,PRSP_CCP NNC LM VBTF CCT,0.0
48730,PRSP_CCP NNC LM VBTS CCT NNC,0.0
45420,PMS RBR CCT NNC CCB,0.0
48729,PRSP_CCP NNC LM VBTS CCT JJD,0.0
48727,PRSP_CCP NNC LM VBTS CCP,0.0
48726,PRSP_CCP NNC LM VBTS CCB PRSP_CCP,0.0
48725,PRSP_CCP NNC LM VBTS CCB NNC,0.0
386,CCA DTCP NNC CCT CCT NNC,0.0
48721,PRSP_CCP NNC LM VBTR CCT,0.0
48720,PRSP_CCP NNC LM VBTR CCP,0.0
48719,PRSP_CCP NNC LM VBTR CCB,0.0
48716,PRSP_CCP NNC LM VBTF CCB NNC,0.0
45437,PMS VBAF CDB NNC CCT,0.0
48715,PRSP_CCP NNC LM VBTF CCB,0.0
48700,PRSP_CCP NNC LM RBF RBI VBTS_PMP,0.0
390,CCA DTCP NNC CCT NNC CCB,0.0
